"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","unique_id","Best_match_overall_score","Best_match_highertaxa"
"78","Lycopodium hickeyi W.H. Wagner  Beitel & Moran","0.91624","1101601","Lycopodium hickeyi","1","species","W.H. Wagner Beitel & Moran","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","0.5812","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","Lycopodiaceae","Lycopodium","Lycopodium","1","hickeyi","hickeyi","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001116198","","Y","Accepted","Lycopodium hickeyi","Lycopodium hickeyi","( ex Beitel & R.C.Moran) W.H.Wagner, Beitel & R.C.Moran","1101601","species","https://www.worldfloraonline.org/taxon/wfo-0001116198","","Lycopodiaceae","1","1","wfo","","78",true,true
"79","Vitis labrusca L.","1","415532","Vitis labrusca","1","species","L.","L.","1","L.","Vitaceae","Vitis","Vitis","1","labrusca","labrusca","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000421309","","Y","Accepted","Vitis labrusca","Vitis labrusca","L.","415532","species","https://www.worldfloraonline.org/taxon/wfo-0000421309","","Vitaceae","1","1","wfo","","79",true,true
"80","Picea rubens Sarg.","1","476484","Picea rubens","1","species","Sarg.","Sarg.","1","Sarg.","Pinaceae","Picea","Picea","1","rubens","rubens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000482650","","Y","Accepted","Picea rubens","Picea rubens","Sarg.","476484","species","https://www.worldfloraonline.org/taxon/wfo-0000482650","","Pinaceae","1","1","wfo","","80",true,true
"81","Carya ovata (Mill.) K. Koch","1","581926","Carya ovata","1","species","(Mill.) K. Koch","(Mill.) K.Koch","1","(Mill.) K.Koch","Juglandaceae","Carya","Carya","1","ovata","ovata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000588816","","Y","Accepted","Carya ovata","Carya ovata","(Mill.) K.Koch","581926","species","https://www.worldfloraonline.org/taxon/wfo-0000588816","","Juglandaceae","1","1","wfo","","81",true,true
"82","Berberis thunbergii DC.","1","557260","Berberis thunbergii","1","species","DC.","DC.","1","DC.","Berberidaceae","Berberis","Berberis","1","thunbergii","thunbergii","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000563924","","Y","Accepted","Berberis thunbergii","Berberis thunbergii","DC.","557260","species","https://www.worldfloraonline.org/taxon/wfo-0000563924","","Berberidaceae","1","1","wfo","","82",true,true
"83","Galium triflorum Michx.","1","961836","Galium triflorum","1","species","Michx.","Michx.","1","Michx.","Rubiaceae","Galium","Galium","1","triflorum","triflorum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000970466","","Y","Accepted","Galium triflorum","Galium triflorum","Michx.","961836","species","https://www.worldfloraonline.org/taxon/wfo-0000970466","","Rubiaceae","1","1","wfo","","83",true,true
"84","Prunus serotina Ehrh.","1","986919","Prunus serotina","1","species","Ehrh.","Ehrh.","1","Ehrh.","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000995988","","Y","Accepted","Prunus serotina","Prunus serotina","Ehrh.","986919","species","https://www.worldfloraonline.org/taxon/wfo-0000995988","","Rosaceae","1","1","wfo","","84",true,true
"84","Prunus serotina Ehrh.","0.83176","986981","Prunus serotina","1","species","Ehrh.","Poir.","0.1588","Poir.","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000996051","","Y","Synonym","Prunus virginiana","Prunus virginiana","L.","1006703","species","https://www.worldfloraonline.org/taxon/wfo-0001016575","","Rosaceae","2","2","wfo","","84",false,false
"84","Prunus serotina Ehrh.","0.8127","987190","Prunus serotina","1","species","Ehrh.","Poit. & Turpin","0.0635","Poit. & Turpin","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000996261","","Y","No opinion","","","","","","","","","3","3","wfo","","84",false,false
"84","Prunus serotina Ehrh.","0.8","986952","Prunus serotina","1","species","Ehrh.","Roth","0","Roth","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000996021","","Y","No opinion","","","","","","","","","4","4","wfo","[Ambiguous]","84",false,false
"84","Prunus serotina Ehrh.","0.8","986989","Prunus serotina","1","species","Ehrh.","Schur","0","Schur","Rosaceae","Prunus","Prunus","1","serotina","serotina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000996059","","Y","No opinion","","","","","","","","","5","5","wfo","[Ambiguous]","84",false,false
"85","Lycopodium sp.","0.9","1407472","Lycopodium","1","genus","","","","L.","Lycopodiaceae","Lycopodium","Lycopodium","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000022509","","Y","Accepted","Lycopodium","","L.","1407472","genus","https://www.worldfloraonline.org/taxon/wfo-4000022509","","Lycopodiaceae","1","1","wfo","","85",true,true
"86","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","0.89238","1092774","Dryopteris intermedia","1","species","(Muhl. ex Willd.) A. Gray","A.Gray","0.4619","A.Gray","Dryopteridaceae","Dryopteris","Dryopteris","1","intermedia","intermedia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001107305","","Y","Accepted","Dryopteris intermedia","Dryopteris intermedia","A.Gray","1092774","species","https://www.worldfloraonline.org/taxon/wfo-0001107305","","Dryopteridaceae","1","1","wfo","","86",true,true
"87","Tiarella cordifolia L. var. cordifolia","1","1120458","Tiarella cordifolia var. cordifolia","1","variety","","","","","Saxifragaceae","Tiarella","Tiarella","1","cordifolia","cordifolia","1","","","","var.","cordifolia","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001135425","","Y","Synonym","Tiarella cordifolia","Tiarella cordifolia","L.","453245","species","https://www.worldfloraonline.org/taxon/wfo-0000459230","","Saxifragaceae","1","1","wfo","","87",true,true
"88","Carex pensylvanica Lam.","1","344798","Carex pensylvanica","1","species","Lam.","Lam.","1","Lam.","Cyperaceae","Carex","Carex","1","pensylvanica","pensylvanica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000349907","","Y","Accepted","Carex pensylvanica","Carex pensylvanica","Lam.","344798","species","https://www.worldfloraonline.org/taxon/wfo-0000349907","","Cyperaceae","1","1","wfo","","88",true,true
"89","Circaea alpina L. ssp. alpina","0.96021221090168","1073777","Circaea alpina var. alpina","0.96021221090168","variety","","","","","Onagraceae","Circaea","Circaea","1","alpina","alpina","1","","","","var.","alpina","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001087699","","Y","Synonym","Circaea alpina","Circaea alpina","L.","598620","species","https://www.worldfloraonline.org/taxon/wfo-0000605592","","Onagraceae","1","1","wfo","","89",true,true
"90","Polystichum acrostichoides (Michx.) Schott var. acrostichoides","0.96021221090168","1096814","Polystichum acrostichoides fo.rm acrostichoides","0.96021221090168","forma","","","","","Dryopteridaceae","Polystichum","Polystichum","1","acrostichoides","acrostichoides","1","","","","fo.rm","acrostichoides","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001111374","","Y","Synonym","Polystichum acrostichoides","Polystichum acrostichoides","(Michx.) Schott","1094720","species","https://www.worldfloraonline.org/taxon/wfo-0001109261","","Dryopteridaceae","1","1","wfo","","90",true,true
"91","Veronica officinalis L. var. officinalis","1","1123288","Veronica officinalis var. officinalis","1","variety","","","","","Plantaginaceae","Veronica","Veronica","1","officinalis","officinalis","1","","","","var.","officinalis","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001138286","","Y","Synonym","Veronica officinalis","Veronica officinalis","L.","420292","species","https://www.worldfloraonline.org/taxon/wfo-0000426099","","Plantaginaceae","1","1","wfo","","91",true,true
"92","Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","1","796587","Carpinus caroliniana subsp. virginiana","1","subspecies","(Marshall) Furlow","(Marshall) Furlow","1","(Marshall) Furlow","Betulaceae","Carpinus","Carpinus","1","caroliniana","caroliniana","1","","","","subsp.","virginiana","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000804720","","Y","Accepted","Carpinus caroliniana subsp. virginiana","Carpinus caroliniana","(Marshall) Furlow","796587","subspecies","https://www.worldfloraonline.org/taxon/wfo-0000804720","","Betulaceae","1","1","wfo","","92",true,true
"92","Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","0.89566976872134","796596","Carpinus caroliniana var. virginiana","0.96021221090168","variety","(Marshall) Furlow","(Marshall) Fernald","0.6375","(Marshall) Fernald","Betulaceae","Carpinus","Carpinus","1","caroliniana","caroliniana","1","","","","var.","virginiana","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000804729","","Y","Synonym","Carpinus caroliniana subsp. virginiana","Carpinus caroliniana","(Marshall) Furlow","796587","subspecies","https://www.worldfloraonline.org/taxon/wfo-0000804720","","Betulaceae","2","2","wfo","","92",false,false
"93","Oryzopsis asperifolia Michx.","1","874195","Oryzopsis asperifolia","1","species","Michx.","Michx.","1","Michx.","Poaceae","Oryzopsis","Oryzopsis","1","asperifolia","asperifolia","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000882482","","Y","Accepted","Oryzopsis asperifolia","Oryzopsis asperifolia","Michx.","874195","species","https://www.worldfloraonline.org/taxon/wfo-0000882482","","Poaceae","1","1","wfo","","93",true,true
"94","Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen","0.9936528279316","1094946","Athyrium filix-femina subsp. angustum","0.9920660349145","subspecies","(Willd.) R.T. Clausen","(Willd.) R.T.Clausen","1","(Willd.) R.T.Clausen","Aspleniaceae","Athyrium","Athyrium","1","filix-femina","filix-femina","0.91666666666667","","","","subsp.","angustum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001109490","","Y","Synonym","Athyrium asplenioides var. angustum","Athyrium asplenioides","(Willd.) T.Moore","1345280","variety","https://www.worldfloraonline.org/taxon/wfo-0001378743","","Aspleniaceae","1","1","wfo","","94",true,true
"94","Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen","0.85951426009471","1096639","Athyrium filix-femina var. angustum","0.94129282511839","variety","(Willd.) R.T. Clausen","(Willd.) G.Lawson","0.5324","(Willd.) G.Lawson","Aspleniaceae","Athyrium","Athyrium","1","filix-femina","filix-femina","0.91666666666667","","","","var.","angustum","0.7","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001111193","","Y","Synonym","Athyrium asplenioides var. angustum","Athyrium asplenioides","(Willd.) T.Moore","1345280","variety","https://www.worldfloraonline.org/taxon/wfo-0001378743","","Aspleniaceae","2","2","wfo","","94",false,false
"95","Pyrola elliptica Nutt.","1","390707","Pyrola elliptica","1","species","Nutt.","Nutt.","1","Nutt.","Ericaceae","Pyrola","Pyrola","1","elliptica","elliptica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000396294","","Y","Accepted","Pyrola elliptica","Pyrola elliptica","Nutt.","390707","species","https://www.worldfloraonline.org/taxon/wfo-0000396294","","Ericaceae","1","1","wfo","","95",true,true
"96","Prunus virginiana L.","1","1006703","Prunus virginiana","1","species","L.","L.","1","L.","Rosaceae","Prunus","Prunus","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001016575","","Y","Accepted","Prunus virginiana","Prunus virginiana","L.","1006703","species","https://www.worldfloraonline.org/taxon/wfo-0001016575","","Rosaceae","1","1","wfo","","96",true,true
"96","Prunus virginiana L.","0.8","987375","Prunus virginiana","1","species","L.","Du Roi","0","Du Roi","Rosaceae","Prunus","Prunus","1","virginiana","virginiana","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000996448","","Y","No opinion","","","","","","","","","2","2","wfo","","96",false,false
"97","Glyceria striata (Lam.) Hitchc.","1","865076","Glyceria striata","1","species","(Lam.) Hitchc.","(Lam.) Hitchc.","1","(Lam.) Hitchc.","Poaceae","Glyceria","Glyceria","1","striata","striata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000873359","","Y","Accepted","Glyceria striata","Glyceria striata","(Lam.) Hitchc.","865076","species","https://www.worldfloraonline.org/taxon/wfo-0000873359","","Poaceae","1","1","wfo","","97",true,true
"98","Amphicarpaea bracteata (L.) Fernald","1","167467","Amphicarpaea bracteata","1","species","(L.) Fernald","(L.) Fernald","1","(L.) Fernald","Fabaceae","Amphicarpaea","Amphicarpaea","1","bracteata","bracteata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000169563","","Y","Accepted","Amphicarpaea bracteata","Amphicarpaea bracteata","(L.) Fernald","167467","species","https://www.worldfloraonline.org/taxon/wfo-0000169563","","Fabaceae","1","1","wfo","","98",true,true
"99","Celastrus orbiculatus Thunb.","1","585945","Celastrus orbiculatus","1","species","Thunb.","Thunb.","1","Thunb.","Celastraceae","Celastrus","Celastrus","1","orbiculatus","orbiculatus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000592852","","Y","Accepted","Celastrus orbiculatus","Celastrus orbiculatus","Thunb.","585945","species","https://www.worldfloraonline.org/taxon/wfo-0000592852","","Celastraceae","1","1","wfo","","99",true,true
"100","Eurybia divaricata (L.) G.L. Nesom","1","60199","Eurybia divaricata","1","species","(L.) G.L. Nesom","(L.) G.L.Nesom","1","(L.) G.L.Nesom","Asteraceae","Eurybia","Eurybia","1","divaricata","divaricata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000060736","","Y","Accepted","Eurybia divaricata","Eurybia divaricata","(L.) G.L.Nesom","60199","species","https://www.worldfloraonline.org/taxon/wfo-0000060736","","Asteraceae","1","1","wfo","","100",true,true
"101","Prenanthes sp.","0.9","1413452","Prenanthes","1","genus","","","","L.","Asteraceae","Prenanthes","Prenanthes","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000031103","","Y","Accepted","Prenanthes","","L.","1413452","genus","https://www.worldfloraonline.org/taxon/wfo-4000031103","","Asteraceae","1","1","wfo","","101",true,true
"102","Carex debilis Michx.","1","340815","Carex debilis","1","species","Michx.","Michx.","1","Michx.","Cyperaceae","Carex","Carex","1","debilis","debilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000345914","","Y","Accepted","Carex debilis","Carex debilis","Michx.","340815","species","https://www.worldfloraonline.org/taxon/wfo-0000345914","","Cyperaceae","1","1","wfo","","102",true,true
"102","Carex debilis Michx.","0.8227","340817","Carex debilis","1","species","Michx.","G.Forst.","0.1135","G.Forst.","Cyperaceae","Carex","Carex","1","debilis","debilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000345916","","Y","Synonym","Carex forsteri","Carex forsteri","Wahlenb.","341699","species","https://www.worldfloraonline.org/taxon/wfo-0000346800","","Cyperaceae","2","2","wfo","","102",false,false
"102","Carex debilis Michx.","0.8111","340816","Carex debilis","1","species","Michx.","Boiss. & Balansa","0.0555","Boiss. & Balansa","Cyperaceae","Carex","Carex","1","debilis","debilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000345915","","Y","Synonym","Carex depressa subsp. transsilvanica","Carex depressa","(Schur) K.Richt.","340879","subspecies","https://www.worldfloraonline.org/taxon/wfo-0000345978","","Cyperaceae","3","3","wfo","","102",false,false
"103","Viola labradorica Schrank","1","1129538","Viola labradorica","1","species","Schrank","Schrank","1","Schrank","Violaceae","Viola","Viola","1","labradorica","labradorica","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001144644","","Y","Accepted","Viola labradorica","Viola labradorica","Schrank","1129538","species","https://www.worldfloraonline.org/taxon/wfo-0001144644","","Violaceae","1","1","wfo","","103",true,true
"104","Poa alsodes A. Gray","1","883167","Poa alsodes","1","species","A. Gray","A.Gray","1","A.Gray","Poaceae","Poa","Poa","1","alsodes","alsodes","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000891463","","Y","Accepted","Poa alsodes","Poa alsodes","A.Gray","883167","species","https://www.worldfloraonline.org/taxon/wfo-0000891463","","Poaceae","1","1","wfo","","104",true,true
"105","Quercus velutina Lam.","1","288831","Quercus velutina","1","species","Lam.","Lam.","1","Lam.","Fagaceae","Quercus","Quercus","1","velutina","velutina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000293830","","Y","Accepted","Quercus velutina","Quercus velutina","Lam.","288831","species","https://www.worldfloraonline.org/taxon/wfo-0000293830","","Fagaceae","1","1","wfo","","105",true,true
"105","Quercus velutina Lam.","0.86348","288830","Quercus velutina","1","species","Lam.","Lindl.","0.3174","Lindl.","Fagaceae","Quercus","Quercus","1","velutina","velutina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000293829","","Y","Synonym","Quercus gomeziana","Quercus gomeziana","A.Camus","285992","species","https://www.worldfloraonline.org/taxon/wfo-0000290985","","Fagaceae","2","2","wfo","","105",false,false
"105","Quercus velutina Lam.","0.83536","288829","Quercus velutina","1","species","Lam.","L'Hér. ex A.DC.","0.1768","L'Hér. ex A.DC.","Fagaceae","Quercus","Quercus","1","velutina","velutina","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000293828","","Y","Synonym","Quercus bicolor","Quercus bicolor","Willd.","284768","species","https://www.worldfloraonline.org/taxon/wfo-0000289757","","Fagaceae","3","3","wfo","","105",false,false
"106","Rhododendron periclymenoides (Michx.) Shinners","1","1034253","Rhododendron periclymenoides","1","species","(Michx.) Shinners","(Michx.) Shinners","1","(Michx.) Shinners","Ericaceae","Rhododendron","Rhododendron","1","periclymenoides","periclymenoides","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001047079","","Y","Accepted","Rhododendron periclymenoides","Rhododendron periclymenoides","(Michx.) Shinners","1034253","species","https://www.worldfloraonline.org/taxon/wfo-0001047079","","Ericaceae","1","1","wfo","","106",true,true
"107","Epigaea repens L.","1","661220","Epigaea repens","1","species","L.","L.","1","L.","Ericaceae","Epigaea","Epigaea","1","repens","repens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000668626","","Y","Accepted","Epigaea repens","Epigaea repens","L.","661220","species","https://www.worldfloraonline.org/taxon/wfo-0000668626","","Ericaceae","1","1","wfo","","107",true,true
"108","Castanea dentata (Marshall) Borkh.","0.90924","803293","Castanea dentata","1","species","(Marshall) Borkh.","Borkh.","0.5462","Borkh.","Fagaceae","Castanea","Castanea","1","dentata","dentata","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000811441","","Y","Accepted","Castanea dentata","Castanea dentata","Borkh.","803293","species","https://www.worldfloraonline.org/taxon/wfo-0000811441","","Fagaceae","1","1","wfo","","108",true,true
"109","Cypripedium acaule Aiton","1","926651","Cypripedium acaule","1","species","Aiton","Aiton","1","Aiton","Orchidaceae","Cypripedium","Cypripedium","1","acaule","acaule","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000935125","","Y","Accepted","Cypripedium acaule","Cypripedium acaule","Aiton","926651","species","https://www.worldfloraonline.org/taxon/wfo-0000935125","","Orchidaceae","1","1","wfo","","109",true,true
"110","Acer sp.","0.9","1392464","Acer","1","genus","","","","L.","Sapindaceae","Acer","Acer","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000000188","","Y","Accepted","Acer","","L.","1392464","genus","https://www.worldfloraonline.org/taxon/wfo-4000000188","","Sapindaceae","1","1","wfo","","110",true,true
"111","Polygonatum pubescens (Willd.) Pursh","1","708368","Polygonatum pubescens","1","species","(Willd.) Pursh","(Willd.) Pursh","1","(Willd.) Pursh","Asparagaceae","Polygonatum","Polygonatum","1","pubescens","pubescens","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000715997","","Y","Accepted","Polygonatum pubescens","Polygonatum pubescens","(Willd.) Pursh","708368","species","https://www.worldfloraonline.org/taxon/wfo-0000715997","","Asparagaceae","1","1","wfo","","111",true,true
"112","Maianthemum trifolium (L.) Sloboda","1","683030","Maianthemum trifolium","1","species","(L.) Sloboda","(L.) Sloboda","1","(L.) Sloboda","Asparagaceae","Maianthemum","Maianthemum","1","trifolium","trifolium","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000690533","","Y","Accepted","Maianthemum trifolium","Maianthemum trifolium","(L.) Sloboda","683030","species","https://www.worldfloraonline.org/taxon/wfo-0000690533","","Asparagaceae","1","1","wfo","","112",true,true
"113","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","0.95488","846053","Brachyelytrum erectum","1","species","(Schreb. ex Spreng.) P. Beauv.","(Schreb.) P.Beauv.","0.7744","(Schreb.) P.Beauv.","Poaceae","Brachyelytrum","Brachyelytrum","1","erectum","erectum","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000854321","","Y","Accepted","Brachyelytrum erectum","Brachyelytrum erectum","(Schreb.) P.Beauv.","846053","species","https://www.worldfloraonline.org/taxon/wfo-0000854321","","Poaceae","1","1","wfo","","113",true,true
"114","Streptopus lanceolatus (Aiton) Reveal","1","731968","Streptopus lanceolatus","1","species","(Aiton) Reveal","(Aiton) Reveal","1","(Aiton) Reveal","Liliaceae","Streptopus","Streptopus","1","lanceolatus","lanceolatus","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000739862","","Y","Accepted","Streptopus lanceolatus","Streptopus lanceolatus","(Aiton) Reveal","731968","species","https://www.worldfloraonline.org/taxon/wfo-0000739862","","Liliaceae","1","1","wfo","","114",true,true
"115","Solidago rugosa Mill.","1","28296","Solidago rugosa","1","species","Mill.","Mill.","1","Mill.","Asteraceae","Solidago","Solidago","1","rugosa","rugosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000027996","","Y","Accepted","Solidago rugosa","Solidago rugosa","Mill.","28296","species","https://www.worldfloraonline.org/taxon/wfo-0000027996","","Asteraceae","1","1","wfo","","115",true,true
"116","Viola spp.","0.9","1419672","Viola","1","genus","","","","L.","Violaceae","Viola","Viola","1","","","","","","","","","","","","","","spp.","https://www.worldfloraonline.org/taxon/wfo-4000040312","","Y","Accepted","Viola","","L.","1419672","genus","https://www.worldfloraonline.org/taxon/wfo-4000040312","","Violaceae","1","1","wfo","","116",true,true
"117","Vaccinium sp.","0.9","1419418","Vaccinium","1","genus","","","","L.","Ericaceae","Vaccinium","Vaccinium","1","","","","","","","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4000039926","","Y","Accepted","Vaccinium","","L.","1419418","genus","https://www.worldfloraonline.org/taxon/wfo-4000039926","","Ericaceae","1","1","wfo","","117",true,true
"118","Deparia acrostichoides (Sw.) M. Kato","1","1099788","Deparia acrostichoides","1","species","(Sw.) M. Kato","(Sw.) M.Kato","1","(Sw.) M.Kato","Athyriaceae","Deparia","Deparia","1","acrostichoides","acrostichoides","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001114364","","Y","Accepted","Deparia acrostichoides","Deparia acrostichoides","(Sw.) M.Kato","1099788","species","https://www.worldfloraonline.org/taxon/wfo-0001114364","","Athyriaceae","1","1","wfo","","118",true,true
"119","Poaceae sp.","0.9","1426621","Poaceae","1","family","","","","Barnhart","Poaceae","","","","","","","Poaceae","Poaceae","1","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-7000000483","","Y","Accepted","Poaceae","","Barnhart","1426621","family","https://www.worldfloraonline.org/taxon/wfo-7000000483","","Poaceae","1","1","wfo","","119",true,true
"119","Poaceae sp.","0.67149326622765","1426590","Peraceae","0.77149326622765","family","","","","Klotzsch","Peraceae","","","","","","","Poaceae","Peraceae","0.75","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-7000000452","","","Accepted","Peraceae","","Klotzsch","1426590","family","https://www.worldfloraonline.org/taxon/wfo-7000000452","","Peraceae","2","2","wfo","","119",false,false
"119","Poaceae sp.","0.67149326622765","1426608","Pinaceae","0.77149326622765","family","","","","Spreng. ex. Rudolphi","Pinaceae","","","","","","","Poaceae","Pinaceae","0.75","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-7000000470","","","Accepted","Pinaceae","","Spreng. ex. Rudolphi","1426608","family","https://www.worldfloraonline.org/taxon/wfo-7000000470","","Pinaceae","3","3","wfo","","119",false,false
"119","Poaceae sp.","0.67149326622765","1473728","Pyraceae","0.77149326622765","family","","","","Vest","","","","","","","","Poaceae","Pyraceae","0.75","","","","","","","","sp.","https://www.worldfloraonline.org/taxon/wfo-4100001139","","","No opinion","","","","","","","","","4","4","wfo","","119",false,false
"120","Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore","1","1096696","Botrychium lanceolatum var. angustisegmentum","1","variety","Pease & A.H. Moore","Pease & A.H.Moore","1","Pease & A.H.Moore","Ophioglossaceae","Botrychium","Botrychium","1","lanceolatum","lanceolatum","1","","","","var.","angustisegmentum","1","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001111251","","Y","Synonym","Botrychium lanceolatum subsp. angustisegmentum","Botrychium lanceolatum","(Pease & A.H.Moore) R.T.Clausen","1094515","subspecies","https://www.worldfloraonline.org/taxon/wfo-0001109053","","Ophioglossaceae","1","1","wfo","","120",true,true
"121","Hepatica nobilis Schreb.","1","712287","Hepatica nobilis","1","species","Schreb.","Schreb.","1","Schreb.","Ranunculaceae","Hepatica","Hepatica","1","nobilis","nobilis","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0000719933","","Y","Accepted","Hepatica nobilis","Hepatica nobilis","Schreb.","712287","species","https://www.worldfloraonline.org/taxon/wfo-0000719933","","Ranunculaceae","1","1","wfo","","121",true,true
"122","Toxicodendron vernix (L.) Kuntze","0.89744","1037076","Toxicodendron vernix","1","species","(L.) Kuntze","Kuntze","0.4872","Kuntze","Anacardiaceae","Toxicodendron","Toxicodendron","1","vernix","vernix","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001049963","","Y","Accepted","Toxicodendron vernix","Toxicodendron vernix","Kuntze","1037076","species","https://www.worldfloraonline.org/taxon/wfo-0001049963","","Anacardiaceae","1","1","wfo","","122",true,true
"123","Spiraea tomentosa L.","1","1008964","Spiraea tomentosa","1","species","L.","L.","1","L.","Rosaceae","Spiraea","Spiraea","1","tomentosa","tomentosa","1","","","","","","","","","","","","https://www.worldfloraonline.org/taxon/wfo-0001018913","","Y","Accepted","Spiraea tomentosa","Spiraea tomentosa","L.","1008964","species","https://www.worldfloraonline.org/taxon/wfo-0001018913","","Rosaceae","1","1","wfo","","123",true,true
