Band_code,Band_num,WL_code,WL_num,Pval_cat,nSIM,K_obs,K_pval,K_sim_mean,K_sim_SD,K_sim_SES,K_BM_pval,K_BM_mean,K_BM_SD,K_BM_SES,species,extra_y,Blomberg's K
band16_457nm,band16,457nm,457,no_diff,1000,0.07004357712244334,0.12600000000000008,0.04391625609014563,0.02440779016249163,1.0704500841066944,9.99000999000999e-4,0.95627414120384,0.6987845644804237,-1.268245764329879,no_diff,0.15,0.07004357712244334
band17_462nm,band17,462nm,462,no_diff,1000,0.06996695452874513,0.1210000000000001,0.04305849522491488,0.02393861060762341,1.1240610303114695,9.99000999000999e-4,1.0013686233795691,0.7412499414891803,-1.2565284888652084,no_diff,0.15,0.06996695452874513
band18_467nm,band18,467nm,467,no_diff,1000,0.07099590893327594,0.09100000000000008,0.04162041458780117,0.02187578423439381,1.3428316000342366,9.99000999000999e-4,1.000166015398381,0.7664211618443937,-1.2123492313665447,no_diff,0.15,0.07099590893327594
band19_472nm,band19,472nm,472,no_diff,1000,0.07136395814846741,0.11700000000000008,0.04296663684678568,0.02307933188589506,1.2304221561559483,9.99000999000999e-4,0.97107101181045,0.7079490675127889,-1.2708640987732207,no_diff,0.15,0.07136395814846741
band20_477nm,band20,477nm,477,no_diff,1000,0.07585995509450537,0.09800000000000007,0.04369204526001052,0.02417735129283303,1.3304976812753877,9.99000999000999e-4,1.0236445766336448,0.8158772856311052,-1.1616754605516442,no_diff,0.15,0.07585995509450537
band21_482nm,band21,482nm,482,no_diff,1000,0.07555606378100645,0.10500000000000008,0.04461533126253373,0.02544465972975849,1.216001033108191,9.99000999000999e-4,1.019290745484785,0.7592429043513012,-1.2429944044193704,no_diff,0.15,0.07555606378100645
band22_487nm,band22,487nm,487,no_diff,1000,0.074285170271444,0.11700000000000008,0.04483058379217376,0.02634682368672405,1.1179558807353376,9.99000999000999e-4,1.0397368242631118,0.7614865615667356,-1.267851204104351,no_diff,0.15,0.074285170271444
band23_492nm,band23,492nm,492,no_diff,1000,0.07515934718503227,0.09200000000000008,0.04340450011698954,0.0243571082381157,1.30371991443346,9.99000999000999e-4,1.025181524328756,0.7516217528439041,-1.2639631218084548,no_diff,0.15,0.07515934718503227
band24_497nm,band24,497nm,497,no_diff,1000,0.07604343399057009,0.09400000000000008,0.04272970068121006,0.02455417910457901,1.3567439240168886,9.99000999000999e-4,0.9972217728667168,0.6988136952234644,-1.3182030420591218,no_diff,0.15,0.07604343399057009
band25_502nm,band25,502nm,502,no_diff,1000,0.07722077177424014,0.07700000000000005,0.04195056015300885,0.02202495646293389,1.6013748622199553,9.99000999000999e-4,1.0170744370578613,0.7419747027445649,-1.266692330354528,no_diff,0.15,0.07722077177424014
band26_507nm,band26,507nm,507,no_diff,1000,0.0764757924479026,0.06300000000000004,0.04109025292503882,0.02243325825178515,1.5773695967703645,9.99000999000999e-4,0.9988640076959452,0.7531339248562934,-1.2247333240552731,no_diff,0.15,0.0764757924479026
band27_512nm,band27,512nm,512,diff,1000,0.07669061226930987,0.04700000000000003,0.04052427887521578,0.01925271002569561,1.878506108793241,9.99000999000999e-4,1.0025703958275578,0.7775836149040474,-1.1907141120411855,diff,0.15,0.07669061226930987
band28_517nm,band28,517nm,517,diff,1000,0.07643487223006169,0.04000000000000003,0.03977968524164285,0.0172232370882453,2.1282402837870515,9.99000999000999e-4,0.9748140679786466,0.6842556528464595,-1.3129291544927473,diff,0.15,0.07643487223006169
band29_522nm,band29,522nm,522,diff,1000,0.07887166367585853,0.014,0.03744136620819657,0.01417655523503384,2.922451666204301,9.99000999000999e-4,0.9883870705203917,0.6739255116470465,-1.349578538170657,diff,0.15,0.07887166367585853
band30_527nm,band30,527nm,527,diff,1000,0.082228444347184515,0.009,0.03727005432761666,0.01321348048307393,3.402463875975613,9.99000999000999e-4,0.9823543698973342,0.7440851711511338,-1.2097081899342432,diff,0.15,0.082228444347184515
band31_532nm,band31,532nm,532,diff,1000,0.0821010924911419,0.009,0.03776885139521278,0.01260508482587426,3.5170125158482883,9.99000999000999e-4,1.0187746420126762,0.7608389888867326,-1.2311061383592927,diff,0.15,0.0821010924911419
band32_537nm,band32,537nm,537,diff,1000,0.08215579117731746,0.005,0.03619972577177575,0.01210230935423776,3.7972971984433426,9.99000999000999e-4,1.0359265199607772,0.7863644810451129,-1.2128863291432703,diff,0.15,0.08215579117731746
band33_542nm,band33,542nm,542,diff,1000,0.08307106737223749,0.003,0.03637339885188679,0.01150242690930507,4.05981006343747,9.99000999000999e-4,1.020373144425903,0.7815496064292724,-1.1992867366871205,diff,0.15,0.08307106737223749
band34_547nm,band34,547nm,547,diff,1000,0.08347451414005419,0.006,0.03651177223530441,0.01210732062639586,3.878871581410307,9.99000999000999e-4,1.0096577489339431,0.7619130508938095,-1.2156022707674743,diff,0.15,0.08347451414005419
band35_552nm,band35,552nm,552,diff,1000,0.08343009393061732,0.006,0.03728476486870851,0.0123041515414978,3.7503869247933097,9.99000999000999e-4,0.9513117217915412,0.677482343556418,-1.2810394781729837,diff,0.15,0.08343009393061732
band36_557nm,band36,557nm,557,diff,1000,0.08316565663360015,0.004,0.03676541317988124,0.01202007512575801,3.860229072469528,9.99000999000999e-4,0.9878616435846148,0.7533572872007849,-1.2008856917181383,diff,0.15,0.08316565663360015
band37_562nm,band37,562nm,562,diff,1000,0.08090179555264773,0.004,0.03654016787583906,0.01177192311509463,3.768426555549421,9.99000999000999e-4,0.9864029909090484,0.7199224515412056,-1.257776019372516,diff,0.15,0.08090179555264773
band38_567nm,band38,567nm,567,diff,1000,0.07897426065443737,0.011,0.03708798043511314,0.013025409705792,3.2157361008536016,9.99000999000999e-4,1.0029218718113515,0.7331508240536312,-1.2602422050736537,diff,0.15,0.07897426065443737
band39_572nm,band39,572nm,572,diff,1000,0.07662911458693984,0.016,0.03780626135524295,0.01345204920693209,2.8860177832006997,9.99000999000999e-4,1.0274928164330313,0.7803962912852883,-1.218436981908318,diff,0.15,0.07662911458693984
band40_577nm,band40,577nm,577,diff,1000,0.07459355009909359,0.02400000000000001,0.03776177269042389,0.01432402409740284,2.571328919737565,9.99000999000999e-4,0.9676125842089696,0.6696681580590091,-1.3335247067715377,diff,0.15,0.07459355009909359
band41_582nm,band41,582nm,582,diff,1000,0.07212476354484956,0.02600000000000001,0.03832510765171117,0.01494877165077657,2.2610323231061287,9.99000999000999e-4,1.006962547220449,0.7268849426099431,-1.2860876995456585,diff,0.15,0.07212476354484956
band42_587nm,band42,587nm,587,diff,1000,0.07249463452704802,0.03300000000000002,0.03845488182271377,0.01551500912516312,2.193988571307164,9.99000999000999e-4,0.9864368663649892,0.717163339966251,-1.274385040207089,diff,0.15,0.07249463452704802
band43_592nm,band43,592nm,592,diff,1000,0.07158819783951549,0.04500000000000003,0.03934572218609112,0.01606072367208236,2.0075356697326168,9.99000999000999e-4,0.9868473711086514,0.7500895371750156,-1.2201998933569738,diff,0.15,0.07158819783951549
band44_597nm,band44,597nm,597,diff,1000,0.07280309061223535,0.04000000000000003,0.03813833404930337,0.0164841052751918,2.1029201151185095,9.99000999000999e-4,0.984201732160374,0.7298368163409888,-1.2487704390104677,diff,0.15,0.07280309061223535
band45_602nm,band45,602nm,602,diff,1000,0.07307346322222054,0.03700000000000002,0.0393112860094954,0.0162901676722235,2.0725493986346932,9.99000999000999e-4,1.0146891136060208,0.79372404382421,-1.1863262272452268,diff,0.15,0.07307346322222054
band46_607nm,band46,607nm,607,diff,1000,0.07258226209415186,0.04600000000000003,0.03965859335074993,0.01779147440617439,1.8505306525903236,9.99000999000999e-4,0.9894866511744892,0.7274862155283013,-1.2603735569264092,diff,0.15,0.07258226209415186
band47_612nm,band47,612nm,612,no_diff,1000,0.0710480604096968,0.05500000000000004,0.04061638252951356,0.01848412561879303,1.6463682679824991,9.99000999000999e-4,1.0219619851461583,0.7040454850993231,-1.3506427423539429,no_diff,0.15,0.0710480604096968
band48_617nm,band48,617nm,617,no_diff,1000,0.07286692341603922,0.06300000000000004,0.04008408913885197,0.01920668334444743,1.7068451480804263,9.99000999000999e-4,0.9423867486583068,0.6641816224347039,-1.309159717570702,no_diff,0.15,0.07286692341603922
band49_622nm,band49,622nm,622,no_diff,1000,0.07182034668362113,0.07900000000000006,0.04108468624014719,0.01990817274368788,1.543871496354131,9.99000999000999e-4,1.0043774820740852,0.7306499500662151,-1.2763391488714275,no_diff,0.15,0.07182034668362113
band50_627nm,band50,627nm,627,no_diff,1000,0.07145026747169456,0.07700000000000005,0.04160626922858799,0.02079831216534323,1.434924046040447,9.99000999000999e-4,0.9929663349922986,0.7272279788744541,-1.2671625601463432,no_diff,0.15,0.07145026747169456
band51_632nm,band51,632nm,632,no_diff,1000,0.07159980528115593,0.07900000000000006,0.04195942879327802,0.02015182893720906,1.470852922592493,9.99000999000999e-4,0.9789529359878136,0.7528820077086388,-1.205173083453202,no_diff,0.15,0.07159980528115593
band52_637nm,band52,637nm,637,no_diff,1000,0.07250526579235395,0.08400000000000006,0.04274740960783953,0.02150976906811387,1.383457725198339,9.99000999000999e-4,0.9884339967665384,0.6834460946081921,-1.3401623598409336,no_diff,0.15,0.07250526579235395
band53_642nm,band53,642nm,642,no_diff,1000,0.07244742885406533,0.10500000000000008,0.04287441560131428,0.02278584291211293,1.2978678632524958,9.99000999000999e-4,0.981745553920126,0.7124476276871669,-1.276301709387304,no_diff,0.15,0.07244742885406533
band54_647nm,band54,647nm,647,no_diff,1000,0.07265701133780693,0.11400000000000007,0.04262806572782127,0.02528190108216115,1.1877645400319208,9.99000999000999e-4,0.9914661439187222,0.7512143750024274,-1.2230984432079677,no_diff,0.15,0.07265701133780693
band55_652nm,band55,652nm,652,no_diff,1000,0.07272594679131235,0.11700000000000008,0.04334081688492257,0.02348039633103535,1.2514750386708682,9.99000999000999e-4,1.0357417579522594,0.7616681686408766,-1.2643508693285106,no_diff,0.15,0.07272594679131235
band56_657nm,band56,657nm,657,no_diff,1000,0.07379998873560807,0.12600000000000008,0.04420025471485341,0.02606204230149465,1.1357411548310286,9.99000999000999e-4,0.9656152581713766,0.6765921588649074,-1.3180987360715688,no_diff,0.15,0.07379998873560807
band57_662nm,band57,662nm,662,no_diff,1000,0.07357228597494571,0.1400000000000001,0.04484606629984582,0.02722953174460726,1.0549656139712735,9.99000999000999e-4,1.035456555160913,0.7516217927015715,-1.2797450506705568,no_diff,0.15,0.07357228597494571
band58_667nm,band58,667nm,667,no_diff,1000,0.0737287403916548,0.1290000000000001,0.0448572891378694,0.02901561908726106,0.9950313714471474,9.99000999000999e-4,0.987658132818594,0.7023762002035148,-1.3011964132072336,no_diff,0.15,0.0737287403916548
band59_672nm,band59,672nm,672,no_diff,1000,0.07488680444882018,0.1520000000000001,0.04631484157974966,0.03101551269096928,0.9212152368317852,9.99000999000999e-4,1.001133218178137,0.7232137364553857,-1.2807367546266952,no_diff,0.15,0.07488680444882018
band60_677nm,band60,677nm,677,no_diff,1000,0.0764537168392355,0.1310000000000001,0.04585404086480479,0.02792733269183314,1.0956891698926572,9.99000999000999e-4,0.9836681542774014,0.7336500009592792,-1.2365766186218818,no_diff,0.15,0.0764537168392355
band61_682nm,band61,682nm,682,no_diff,1000,0.07542270007842086,0.1420000000000001,0.04615250676639727,0.02788358760004387,1.0497283825836503,9.99000999000999e-4,1.0513156717388703,0.8448454305804618,-1.1551142212960186,no_diff,0.15,0.07542270007842086
band62_687nm,band62,687nm,687,no_diff,1000,0.07438944640314797,0.11500000000000007,0.04423431990205207,0.02489988190836021,1.2110550006653331,9.99000999000999e-4,1.015076912043965,0.7859745007799256,-1.1968422190635566,no_diff,0.15,0.07438944640314797
band63_692nm,band63,692nm,692,no_diff,1000,0.06965538490464165,0.08900000000000007,0.04184292792761199,0.02014263405807082,1.3807755677259923,9.99000999000999e-4,0.986522812357558,0.720017799156202,-1.273395502899241,no_diff,0.15,0.06965538490464165
band64_697nm,band64,697nm,697,diff,1000,0.06899692537310236,0.02900000000000002,0.03784172510807805,0.01434544671022133,2.171783207198823,9.99000999000999e-4,0.9860246502828028,0.6952490049795822,-1.318991783291558,diff,0.15,0.06899692537310236
band65_702nm,band65,702nm,702,diff,1000,0.07234456423778174,0.013,0.03707174058236837,0.01169214859394841,3.016795704569627,9.99000999000999e-4,0.967929656000867,0.6608730398851397,-1.355154526985605,diff,0.15,0.07234456423778174
band66_707nm,band66,707nm,707,diff,1000,0.08189480445853942,0.006,0.03646928231546527,0.01207923549677119,3.7606289036434863,9.99000999000999e-4,1.008302196565925,0.7220022266057031,-1.2831087744183802,diff,0.15,0.08189480445853942
band67_712nm,band67,712nm,712,diff,1000,0.09015931679712118,0.001,0.03679019032487565,0.01158485758880993,4.606800391210324,9.99000999000999e-4,0.9795549134896144,0.685661768972878,-1.297134588712462,diff,0.15,0.09015931679712118
band68_717nm,band68,717nm,717,diff,1000,0.09278367925828086,0.001,0.03718613439546744,0.01203163514344818,4.620946712557937,9.99000999000999e-4,0.9668875380515252,0.7135500919063782,-1.2250070019021615,diff,0.15,0.09278367925828086
band69_722nm,band69,722nm,722,diff,1000,0.10076521839014176,0.002,0.0368715367455522,0.01200847863388574,5.320714104807018,9.99000999000999e-4,1.0117014957175583,0.7578611922154392,-1.2019830104566989,diff,0.15,0.10076521839014176
band70_727nm,band70,727nm,727,diff,1000,0.1049142966656684,0.001,0.03717824841141554,0.01233725243088432,5.490367375858062,9.99000999000999e-4,0.9957151220989626,0.7522244912797443,-1.184222045094268,diff,0.15,0.1049142966656684
band71_732nm,band71,732nm,732,diff,1000,0.1082523649467154,0.001,0.03641266102269418,0.01138363954511622,6.310785196535994,9.99000999000999e-4,0.9723543553309332,0.7557242537757032,-1.1434091020197437,diff,0.15,0.1082523649467154
band72_737nm,band72,737nm,737,diff,1000,0.11034497088040984,0.001,0.03628267779855652,0.01125715624356464,6.579129886750249,9.99000999000999e-4,0.9952669046052216,0.6840540913125641,-1.2936432147154069,diff,0.15,0.11034497088040984
band73_742nm,band73,742nm,742,diff,1000,0.11006927041374225,0.001,0.03666948634697394,0.01138160491354212,6.448983656025112,9.99000999000999e-4,0.9899934757745652,0.6748819116990729,-1.3038195128767616,diff,0.15,0.11006927041374225
band74_747nm,band74,747nm,747,diff,1000,0.11082907964978266,0.001,0.03654319030090634,0.0108934180183547,6.819337073424465,9.99000999000999e-4,1.0207913626921754,0.8018997905786857,-1.1347581003677836,diff,0.15,0.11082907964978266
band75_752nm,band75,752nm,752,diff,1000,0.1121370965162283,0.001,0.0368941758110065,0.01155016471628288,6.514445685709384,9.99000999000999e-4,1.0312107393748555,0.7775219684076973,-1.182054887453298,diff,0.15,0.1121370965162283
band76_757nm,band76,757nm,757,diff,1000,0.10999388808993853,0.001,0.03633402857410974,0.01069561789058561,6.886919509406268,9.99000999000999e-4,0.9958218886494666,0.7642395576764693,-1.159097290452651,diff,0.15,0.10999388808993853
band77_762nm,band77,762nm,762,diff,1000,0.11168810111895734,0.001,0.03599483812572016,0.01054203838991251,7.180135396363831,9.99000999000999e-4,0.9892595431698455,0.7119600101776773,-1.2326133905075385,diff,0.15,0.11168810111895734
band78_767nm,band78,767nm,767,diff,1000,0.11254070261333896,0.001,0.03570815427779832,0.01109663535875863,6.923949994887079,9.99000999000999e-4,0.993129072432792,0.7024532937842444,-1.2535899220794633,diff,0.15,0.11254070261333896
band79_772nm,band79,772nm,772,diff,1000,0.11315087822784388,0.001,0.03588408556608641,0.0110175781682513,7.013046922091513,9.99000999000999e-4,1.0174237112919575,0.7929835456459463,-1.1403424926396346,diff,0.15,0.11315087822784388
band80_777nm,band80,777nm,777,diff,1000,0.1133202666341425,0.001,0.03600034968825411,0.0105107145293726,7.356295019697746,9.99000999000999e-4,0.9972170094676164,0.7003084987868118,-1.262153385778844,diff,0.15,0.1133202666341425
band81_782nm,band81,782nm,782,diff,1000,0.11416900390708062,0.001,0.03705769474319653,0.01185516440168927,6.504448740744267,9.99000999000999e-4,1.0094932168093442,0.6899849627224652,-1.2975996018371094,diff,0.15,0.11416900390708062
band82_787nm,band82,787nm,787,diff,1000,0.11453572076257236,0.001,0.03678581459038249,0.01126278311704233,6.903258756225378,9.99000999000999e-4,1.0067878441355969,0.7856716895112412,-1.1356551792366172,diff,0.15,0.11453572076257236
band83_792nm,band83,792nm,792,diff,1000,0.11469848455102306,0.001,0.03651006769371261,0.0107451409117025,7.276630199624061,9.99000999000999e-4,0.9820066084919852,0.7131753083807874,-1.2161219180598415,diff,0.15,0.11469848455102306
band84_797nm,band84,797nm,797,diff,1000,0.11570288358931734,0.001,0.03632555343027317,0.01124500201894958,7.058898702310678,9.99000999000999e-4,0.9662445002188148,0.6918961284616147,-1.2292909031311108,diff,0.15,0.11570288358931734
band85_802nm,band85,802nm,802,diff,1000,0.1153480636293012,0.001,0.03662804339341414,0.01137629101682428,6.919655986249718,9.99000999000999e-4,0.9734586730757212,0.6571576455238751,-1.3057911070369557,diff,0.15,0.1153480636293012
band86_807nm,band86,807nm,807,diff,1000,0.11546869884952028,0.001,0.03660122346936292,0.01084489566716085,7.272312966456088,9.99000999000999e-4,0.9797307644577856,0.7255732015218365,-1.1911438622533732,diff,0.15,0.11546869884952028
band87_812nm,band87,812nm,812,diff,1000,0.11618715962643215,0.001,0.03640266519193611,0.01088591798265507,7.329147120308971,9.99000999000999e-4,1.048080944890672,0.7768828011681884,-1.1995294320622925,diff,0.15,0.11618715962643215
band88_817nm,band88,817nm,817,diff,1000,0.11670034474097928,0.001,0.03704355242766503,0.01124014159235596,7.086813956817601,9.99000999000999e-4,1.0008754895809218,0.756427355968396,-1.168883089517566,diff,0.15,0.11670034474097928
band89_822nm,band89,822nm,822,diff,1000,0.11695750729020432,0.001,0.03671477245067284,0.01139045220251004,7.044736540121634,9.99000999000999e-4,0.9766899553402982,0.6982409518796835,-1.2312833352665309,diff,0.15,0.11695750729020432
band90_827nm,band90,827nm,827,diff,1000,0.11700889376537804,0.001,0.03655319329020837,0.01121672778539471,7.172831686254431,9.99000999000999e-4,0.9570177516700696,0.7280754321526363,-1.1537387759687368,diff,0.15,0.11700889376537804
band91_832nm,band91,832nm,832,diff,1000,0.11711406921505184,0.001,0.03581888385545818,0.01055183523262314,7.704364555300587,9.99000999000999e-4,1.0252604621565975,0.7980073546241816,-1.138017572994968,diff,0.15,0.11711406921505184
band92_837nm,band92,837nm,837,diff,1000,0.11777939700458688,0.001,0.0359613480905161,0.01101622667380405,7.427048420184499,9.99000999000999e-4,1.037830234827744,0.7994519938267758,-1.150851889703977,diff,0.15,0.11777939700458688
band93_842nm,band93,842nm,842,diff,1000,0.11798068645698664,0.001,0.03674253014963597,0.01176493675030005,6.905107781839861,9.99000999000999e-4,1.0050911645667846,0.7652182430282268,-1.1592908117286935,diff,0.15,0.11798068645698664
band94_847nm,band94,847nm,847,diff,1000,0.11842064380517396,0.001,0.03646039909810123,0.01086887156739924,7.5408237367446,9.99000999000999e-4,1.021505487222601,0.7714464596394259,-1.1706383925068875,diff,0.15,0.11842064380517396
band95_852nm,band95,852nm,852,diff,1000,0.11878981822753938,0.001,0.03611455719524466,0.0111940263992735,7.385658929450117,9.99000999000999e-4,1.0216475911207918,0.8169174381286294,-1.1052007592854092,diff,0.15,0.11878981822753938
band96_857nm,band96,857nm,857,diff,1000,0.11942577974522207,0.001,0.03652773645394101,0.0113905640726681,7.277782097744976,9.99000999000999e-4,1.0161261746413104,0.7346388137349495,-1.2206003523516646,diff,0.15,0.11942577974522207
band97_862nm,band97,862nm,862,diff,1000,0.1188706444002002,0.001,0.03676290605378328,0.01141945653097536,7.190161644181494,9.99000999000999e-4,0.9996565799729772,0.8014033951888679,-1.0990544098770645,diff,0.15,0.1188706444002002
band98_867nm,band98,867nm,867,diff,1000,0.12053509355193665,0.001,0.03678102266343116,0.01176937731447878,7.116270355736708,9.99000999000999e-4,0.9866557573301794,0.7002824765901211,-1.236816131678228,diff,0.15,0.12053509355193665
band99_872nm,band99,872nm,872,diff,1000,0.11997420005968346,0.001,0.03645189452093419,0.01092374403075274,7.645941291155817,9.99000999000999e-4,1.0206286391314694,0.7344200495847221,-1.226347836746915,diff,0.15,0.11997420005968346
band100_877nm,band100,877nm,877,diff,1000,0.12130146504639484,0.001,0.0361038416994929,0.01127621173751621,7.555518229889873,9.99000999000999e-4,1.0157334335864132,0.7206536227687971,-1.2411399044988547,diff,0.15,0.12130146504639484
band101_882nm,band101,882nm,882,diff,1000,0.12254842795568494,0.001,0.0366009700304365,0.01113298621141247,7.720072251337501,9.99000999000999e-4,0.9853388302888644,0.7037304967541976,-1.2260238916923605,diff,0.15,0.12254842795568494
band102_887nm,band102,887nm,887,diff,1000,0.12231773919314325,0.001,0.03624993555486722,0.01092883822322527,7.875293043991649,9.99000999000999e-4,0.9629753564451602,0.7186879756161659,-1.1697115379331071,diff,0.15,0.12231773919314325
band103_892nm,band103,892nm,892,diff,1000,0.12266100037619893,0.001,0.03706628708353365,0.01189855105000975,7.193708959427888,9.99000999000999e-4,0.9726474100078576,0.7224375926604912,-1.1765534051203632,diff,0.15,0.12266100037619893
band104_897nm,band104,897nm,897,diff,1000,0.12496432736282852,0.001,0.03732820707280784,0.01180718658282998,7.422269452187804,9.99000999000999e-4,1.020694498625146,0.7424982895176082,-1.2063733801249052,diff,0.15,0.12496432736282852
band105_902nm,band105,902nm,902,diff,1000,0.12466783154117256,0.001,0.03693956751716456,0.01143097881937098,7.6746064716123295,9.99000999000999e-4,0.9860737281470514,0.7601288647895893,-1.1332366609237028,diff,0.15,0.12466783154117256
band106_907nm,band106,907nm,907,diff,1000,0.12651715723201512,0.001,0.03661532152947163,0.01134788123182588,7.922345490399373,9.99000999000999e-4,0.9866433781012842,0.7412827558603012,-1.1603213673452355,diff,0.15,0.12651715723201512
band107_912nm,band107,912nm,912,diff,1000,0.12583144335670493,0.001,0.03677020176682887,0.01117223680199306,7.971657168418415,9.99000999000999e-4,1.0132152675776365,0.735153377467568,-1.2070730427407703,diff,0.15,0.12583144335670493
band108_917nm,band108,917nm,917,diff,1000,0.12486726105718804,0.001,0.03676249537255322,0.01127886087757939,7.811495029588779,9.99000999000999e-4,1.0178350890967307,0.7417439945585018,-1.2038760469790548,diff,0.15,0.12486726105718804
band109_922nm,band109,922nm,922,diff,1000,0.12696311021469994,0.001,0.03636662743360876,0.01130771555957556,8.011917376571484,9.99000999000999e-4,0.9657090140875734,0.7013843347782972,-1.1958435087347583,diff,0.15,0.12696311021469994
band110_927nm,band110,927nm,927,diff,1000,0.12450238968887103,0.001,0.03672293655384245,0.0114435632601325,7.670639916924985,9.99000999000999e-4,0.9866168723150728,0.7367642063775705,-1.170136218838504,diff,0.15,0.12450238968887103
band111_932nm,band111,932nm,932,diff,1000,0.10532888468416436,0.001,0.03694235984708328,0.0115795659096419,5.90579347885036,9.99000999000999e-4,0.972042639191848,0.7055029204784536,-1.228504842928079,diff,0.15,0.10532888468416436
band112_937nm,band112,937nm,937,diff,1000,0.10509386103226488,0.001,0.03587992156202684,0.01143153629724565,6.05464897022762,9.99000999000999e-4,0.983761833149944,0.73323735650913,-1.198340434127538,diff,0.15,0.10509386103226488
band113_943nm,band113,943nm,943,diff,1000,0.1102569286795131,0.001,0.03665428738760801,0.01112700648786711,6.61477472599314,9.99000999000999e-4,0.9905706734605084,0.7481703078120344,-1.1766221348123316,diff,0.15,0.1102569286795131
band114_948nm,band114,948nm,948,diff,1000,0.11022957439084637,0.001,0.03620935681530644,0.01144645307942029,6.466651028223028,9.99000999000999e-4,0.9737568090321858,0.6820688122567695,-1.2660412250549562,diff,0.15,0.11022957439084637
band115_953nm,band115,953nm,953,diff,1000,0.11421421798794322,0.001,0.03698360103662168,0.01147727125011044,6.72900511526887,9.99000999000999e-4,1.0177099679256387,0.7188334962690509,-1.256891553645029,diff,0.15,0.11421421798794322
band116_958nm,band116,958nm,958,diff,1000,0.1196651449324832,0.001,0.03658678481029582,0.01180665886715749,7.036568182154046,9.99000999000999e-4,1.0052147702481646,0.7637077765674501,-1.159539882251638,diff,0.15,0.1196651449324832
band117_963nm,band117,963nm,963,diff,1000,0.12475200577482064,0.001,0.03651821842678312,0.01190197005679172,7.413376686970233,0.00299700299700299,0.982236261485902,0.7579699868309342,-1.131290513620751,diff,0.15,0.12475200577482064
band118_968nm,band118,968nm,968,diff,1000,0.13529076806123427,0.001,0.03673019341874661,0.01214767682593369,8.11353282234787,9.99000999000999e-4,0.9752462720300396,0.6994226693114284,-1.2009269084682792,diff,0.15,0.13529076806123427
band119_973nm,band119,973nm,973,diff,1000,0.13690332121009258,0.001,0.03658087719480825,0.01187015988711203,8.451650607015743,9.99000999000999e-4,0.9995331672658784,0.7650171781499056,-1.127595393533442,diff,0.15,0.13690332121009258
band120_978nm,band120,978nm,978,diff,1000,0.13695118243819557,0.001,0.03670180310035655,0.01181549046067964,8.484571983825422,9.99000999000999e-4,0.9760881279709028,0.7210006761884471,-1.1638504279479802,diff,0.15,0.13695118243819557
band121_983nm,band121,983nm,983,diff,1000,0.1367728991239026,0.001,0.03662203492576461,0.01154100536333301,8.67782840794163,9.99000999000999e-4,1.0209583329269272,0.7615428023528764,-1.1610449617161758,diff,0.15,0.1367728991239026
band122_988nm,band122,988nm,988,diff,1000,0.1374280894321488,0.001,0.03603786851100087,0.01136067654527629,8.92466399488377,9.99000999000999e-4,0.9858553075332788,0.7305472465213497,-1.1613584503139118,diff,0.15,0.1374280894321488
band123_993nm,band123,993nm,993,diff,1000,0.13828669731822363,0.001,0.03635507362531839,0.01159017576077352,8.79465728534408,9.99000999000999e-4,0.9795302171047804,0.7040879058015493,-1.1947989915106785,diff,0.15,0.13828669731822363
band124_998nm,band124,998nm,998,diff,1000,0.13682189246385562,0.001,0.0369696092016228,0.01190961826545906,8.384171602865724,9.99000999000999e-4,0.9864438455407823,0.727490760477249,-1.16788006011177,diff,0.15,0.13682189246385562
band125_1003nm,band125,1003nm,1003,diff,1000,0.1385812890160557,0.001,0.03687446837821807,0.01172992091836888,8.670716652366023,9.99000999000999e-4,1.0076323771114597,0.6950685777734656,-1.2503098483882868,diff,0.15,0.1385812890160557
band126_1008nm,band126,1008nm,1008,diff,1000,0.138591477770905,0.001,0.03664731785156697,0.01125918187512221,9.054313275158057,9.99000999000999e-4,0.969311056082845,0.7274758035950606,-1.1419205617653074,diff,0.15,0.138591477770905
band127_1013nm,band127,1013nm,1013,diff,1000,0.13741453083710778,0.001,0.03639021985543752,0.01190186241069235,8.488109465197006,9.99000999000999e-4,1.0132946455863203,0.7989512067680838,-1.0962873668998154,diff,0.15,0.13741453083710778
band128_1018nm,band128,1018nm,1018,diff,1000,0.1366116472993273,0.001,0.03694854009014587,0.01172960550717851,8.496714330945538,9.99000999000999e-4,1.006957901177159,0.7599199393534769,-1.145313089979325,diff,0.15,0.1366116472993273
band129_1023nm,band129,1023nm,1023,diff,1000,0.13716029001504867,0.001,0.03665564976274037,0.01241554443055435,8.095065086712495,0.00199800199800199,1.0480849626625903,0.8185547742566476,-1.1128451037070524,diff,0.15,0.13716029001504867
band130_1028nm,band130,1028nm,1028,diff,1000,0.13666746753699005,0.001,0.03711725668408153,0.01216719072599426,8.181856691062398,9.99000999000999e-4,1.0174417537172726,0.735575842970073,-1.1973942518611462,diff,0.15,0.13666746753699005
band131_1033nm,band131,1033nm,1033,diff,1000,0.13712378560232352,0.001,0.03685650507365886,0.01173703927732903,8.542808638490149,9.99000999000999e-4,1.0037990953601696,0.707703073525821,-1.2246312644086954,diff,0.15,0.13712378560232352
band132_1038nm,band132,1038nm,1038,diff,1000,0.13554814194581497,0.001,0.03632428423627185,0.01197284718427568,8.287407012081212,9.99000999000999e-4,0.9560775133284878,0.6824823683544399,-1.202271896578198,diff,0.15,0.13554814194581497
