Band,nSIM,K_obs,K_pval,K_sim_mean,K_sim_SD,K_sim_SES,K_BM_pval,K_BM_mean,K_BM_SD,K_BM_SES
2030,1000,0.0935765534156964,0.013000000000000005,0.052524807266647794,0.0162074027594705,2.5329009686675903,9.99000999000999e-4,0.9791425118719459,0.6559428647597149,-1.3500656932683461
2040,1000,0.09536837863752158,0.01800000000000001,0.052585146742207156,0.016513923387438574,2.5907369733747085,9.99000999000999e-4,0.9898000475730152,0.6684580326318849,-1.3380520919374619
2050,1000,0.09765089846316632,0.014000000000000005,0.053503374897419895,0.01580921694252113,2.792518043509505,9.99000999000999e-4,0.9852469018149701,0.6289303441605417,-1.4112787077184412
2060,1000,0.1003127718853193,0.005,0.052412233830249226,0.015099194785611971,3.172390232405937,9.99000999000999e-4,0.988931825914421,0.6412790301256052,-1.3856979758952213
2070,1000,0.10286831867537406,0.005,0.05220759927699543,0.01532334528521448,3.306113544753263,9.99000999000999e-4,1.0030728444324182,0.671412256274363,-1.3407627241603235
2080,1000,0.10516206678222913,0.009000000000000001,0.053082424958690595,0.01615957386910326,3.222835097348305,9.99000999000999e-4,0.9973154224344662,0.7212419182384222,-1.2369682530810922
2090,1000,0.10701017838751772,0.006,0.05223778114693212,0.01656700036165849,3.306114326365744,9.99000999000999e-4,1.0098755704918514,0.7145044461812714,-1.263624595941667
2100,1000,0.10828630405935415,0.004,0.052321070316904306,0.015160655079632367,3.6914785969662036,9.99000999000999e-4,1.0110685073929544,0.726328771580096,-1.2429387884079515
2110,1000,0.10893578329606761,0.004,0.052871759276888045,0.01546391840751413,3.625473346518518,9.99000999000999e-4,0.9951878750559076,0.6944883690273784,-1.2761222956131346
2120,1000,0.1091620374395149,0.005,0.05258753535214148,0.015389312074078381,3.6762203414320904,9.99000999000999e-4,0.9890265595972451,0.6634771507072619,-1.3261414070097228
2130,1000,0.10892058180735982,0.007,0.05154903196669256,0.0154380923006683,3.716233115032205,9.99000999000999e-4,1.0004235335691312,0.6916575787551266,-1.2889368657917903
2140,1000,0.10848413512050302,0.003,0.05204454855285068,0.015773253080225168,3.578183034317145,9.99000999000999e-4,1.0387651393524224,0.7324620875686765,-1.27007393286372
2150,1000,0.1076137896381493,0.002,0.05228333603304189,0.015489270404570649,3.5721794610016127,9.99000999000999e-4,0.9806008333335092,0.6161723010009758,-1.41679046960921
2160,1000,0.10687832262146474,0.003,0.05222362114341122,0.014534507314911033,3.7603408422370777,0.001998001998001998,1.0190456161462347,0.7431365119299317,-1.2274558965698832
2170,1000,0.10653443769548206,0.002,0.05261360975391113,0.015169906995069028,3.5544600213500237,9.99000999000999e-4,1.015281190599155,0.6941851141667348,-1.3090841828184219
2180,1000,0.10645928241787962,0.003,0.05196851218211502,0.014994104321906445,3.6341463995387424,9.99000999000999e-4,1.0189332724682065,0.6933973261573309,-1.3159467964883498
2190,1000,0.10658939358232106,0.008,0.05286379571412226,0.015941650914579653,3.370140153995175,9.99000999000999e-4,0.9761469541558205,0.5940208403151651,-1.4638502583716508
2200,1000,0.10718421618042448,0.005,0.05279507557888784,0.01528249728285724,3.558917079772447,9.99000999000999e-4,0.9859684152697433,0.6812147353489334,-1.29002523505189
2210,1000,0.10836059790321095,0.005,0.05333948957201108,0.015743609151297352,3.494821791016443,9.99000999000999e-4,1.0060360914380166,0.7098351649107695,-1.264625279092293
2220,1000,0.11007367796410676,0.005,0.052167267408962596,0.015710401401329545,3.6858644840381762,9.99000999000999e-4,1.027974252073313,0.7313275400250813,-1.2551155588612546
2230,1000,0.11330617841441622,0.005,0.05255240483753506,0.015522420444633703,3.913936862719403,9.99000999000999e-4,0.9634118267140673,0.6524979178293457,-1.3028480629144132
2240,1000,0.11840453657586945,0.001,0.051957299658753994,0.01472739642458748,4.511811524688871,9.99000999000999e-4,0.995497970112573,0.6920408111686028,-1.2674013141733864
2250,1000,0.12591217988131184,0.001,0.05341152347460373,0.01547148152851389,4.686083635435278,9.99000999000999e-4,1.0222933537845182,0.7043016948757983,-1.2727232951800305
2260,1000,0.1348077252183245,0.001,0.052114792360843216,0.015579089967726306,5.307943726417155,9.99000999000999e-4,0.9886631049098092,0.6700917896150299,-1.2742364448041181
2270,1000,0.14105839565364445,0.001,0.05198272018133649,0.015540987506649425,5.7316612238569595,9.99000999000999e-4,0.9780254540441622,0.6641600315953692,-1.2601888378920534
2280,1000,0.14104460181803827,0.001,0.052635259835358016,0.015872504875875496,5.5699678578806395,9.99000999000999e-4,0.9726590691515475,0.64099334835144,-1.2973839267947547
2290,1000,0.1380853251172012,0.002,0.0532437279634657,0.016590440241903443,5.113884617687608,9.99000999000999e-4,1.026371233582232,0.7042668082437052,-1.2612917406688962
2300,1000,0.1382016988701291,0.001,0.0514222492019524,0.015031983074998107,5.772987451836099,9.99000999000999e-4,1.0312210060220879,0.7295351366227342,-1.2240936211599736
2310,1000,0.1365172883114199,0.002,0.05307894888160578,0.01547700904152154,5.391115247524035,9.99000999000999e-4,1.0205340512115635,0.7194617657790113,-1.2287195858739723
2320,1000,0.12890698095918646,0.001,0.051583437657597146,0.015250304065812908,5.070295186764699,9.99000999000999e-4,0.9929474025322035,0.6485353242984243,-1.3322950796978144
2330,1000,0.12517078353898065,0.004,0.05264283264568726,0.015302571000808148,4.739592509615743,0.001998001998001998,1.0216550762614776,0.7372345693757179,-1.2160095713927659
2340,1000,0.12395768558010739,0.001,0.05285395072892923,0.015111608827979331,4.705239240942282,9.99000999000999e-4,1.007231898149071,0.7250583752137032,-1.2182111713537935
2350,1000,0.12188793544177953,0.002,0.05280581412559092,0.015798307533747138,4.3727545604882465,9.99000999000999e-4,0.9855424113250054,0.6605286575270758,-1.3075200690256557
2360,1000,0.11752979895571994,0.003,0.0524808085977284,0.015450704629158929,4.210098627814655,9.99000999000999e-4,1.0142240551575357,0.7513364379307707,-1.1934656845225955
2370,1000,0.1141223040341552,0.005,0.052454169641425984,0.01632199142180148,3.778223673758237,9.99000999000999e-4,1.0369598715893902,0.7256409357267479,-1.2717551093379118
2380,1000,0.11093110928118965,0.003,0.052500844554561096,0.015438711726165831,3.7846593526064614,9.99000999000999e-4,0.9796570619554957,0.6694113187272398,-1.2977461365995808
2390,1000,0.10803901522416282,0.008,0.05380481864902579,0.01591442966288797,3.407863035243402,9.99000999000999e-4,1.0006321886911778,0.6956403313633381,-1.2831245303412502
2400,1000,0.1053516627507106,0.005,0.05237969451382887,0.015497471210845559,3.418103993625133,9.99000999000999e-4,1.0214800886370001,0.7458209698886121,-1.228348977668344
