Band,nSIM,K_obs,K_pval,K_sim_mean,K_sim_SD,K_sim_SES,K_BM_pval,K_BM_mean,K_BM_SD,K_BM_SES
770,1000,0.13174606709788036,0.001,0.05460751324456534,0.01787431433801627,4.3156091134221395,9.99000999000999e-4,0.9622813651561115,0.6341389278861677,-1.3097055890051241
780,1000,0.1385648617303122,0.002,0.05350673043401158,0.017446427132549343,4.875389708739269,9.99000999000999e-4,0.9892117737144616,0.6954766217984694,-1.2231135962333528
790,1000,0.14373380373965866,0.001,0.054466344613986445,0.017928221597889715,4.9791586208517,0.001998001998001998,0.9839902744623724,0.677034519323818,-1.241083647495422
800,1000,0.14803444429974924,0.001,0.05284034209588921,0.018267747722937377,5.211047560303904,9.99000999000999e-4,1.0117291437810065,0.6778292583333622,-1.2742068726937203
810,1000,0.15259729827749446,0.002,0.05391741349259602,0.018127234183592508,5.443736412597158,9.99000999000999e-4,1.0066442913504843,0.6826571595378849,-1.2510628228833414
820,1000,0.15775540897302429,0.001,0.05310762127884906,0.016928861910700567,6.1816197831957265,9.99000999000999e-4,0.9982922435788116,0.6410006631999818,-1.3112885568786898
830,1000,0.16167498083828213,0.001,0.053747618696892666,0.0184382355546669,5.8534539176158855,9.99000999000999e-4,0.9619784230003985,0.6417197343950405,-1.2471230028737939
840,1000,0.1659533770692693,0.001,0.05383720101504058,0.018078726628179963,6.201552706675104,9.99000999000999e-4,0.9956036843900691,0.6739764310776685,-1.2309782198083892
850,1000,0.17065686772326422,0.001,0.05417265557716296,0.01788459287209504,6.513103931364809,9.99000999000999e-4,1.019162554611332,0.6796324276936675,-1.2484773420354172
860,1000,0.1745388516571689,0.001,0.05336774347657209,0.018557000408581957,6.529671041261575,9.99000999000999e-4,1.0060568939258268,0.6587716132900676,-1.2622250647927165
870,1000,0.1775074637498249,0.001,0.053442655162297355,0.01734573807744696,7.152466388780389,0.002997002997002997,1.0073381117719389,0.7161221873586621,-1.1587836023945204
880,1000,0.1790364763393518,0.001,0.05410432144685844,0.017449005870172306,7.159843708119497,9.99000999000999e-4,1.0029240975421672,0.6684614347650965,-1.232513318427019
890,1000,0.179407628269043,0.001,0.05384670689618934,0.01847419457566898,6.7965572657885085,0.001998001998001998,0.997205839210987,0.6800237576432259,-1.2026024116807423
900,1000,0.17911890411304987,0.001,0.053746042681533934,0.01732032380292812,7.238482539819539,0.001998001998001998,0.9845263771758921,0.648375062784834,-1.2421937845720634
910,1000,0.17857515636443638,0.001,0.05420944176175301,0.0182097018040286,6.829640371989479,0.003996003996003996,1.0156537373333276,0.7283893255653546,-1.1492186274409981
920,1000,0.1789793980737765,0.001,0.05327196419501374,0.01649711615524894,7.619964161964515,9.99000999000999e-4,0.9853570774978189,0.6537077573141628,-1.2335446082774701
930,1000,0.17718197119211856,0.001,0.053900820672163056,0.01791320225557913,6.882139148602486,0.001998001998001998,0.9929242440660241,0.6658490123273896,-1.2251159914206124
940,1000,0.17691498101218409,0.001,0.053240673402006077,0.016451317936148537,7.517592699271104,0.002997002997002997,1.0057696156971574,0.6757458024856511,-1.2265775556964313
950,1000,0.17307352031408255,0.001,0.054084081578198516,0.016771232371884614,7.09485362181008,9.99000999000999e-4,0.9874923765733682,0.6316872545940964,-1.2892754291561688
960,1000,0.15902178523274918,0.001,0.05267405199190681,0.016352619970364465,6.503406391977206,9.99000999000999e-4,0.9727332750194138,0.6701222985234253,-1.2142731133997922
970,1000,0.1537075653597941,0.001,0.052762408626609206,0.01659700335966332,6.082131487574311,9.99000999000999e-4,1.0045170073304128,0.7076909043244984,-1.2022331172713447
980,1000,0.15357740573873926,0.001,0.052440284236770475,0.015477771960552883,6.534346271526026,9.99000999000999e-4,0.9691266957049776,0.6717491739206848,-1.2140681695315823
990,1000,0.15713488393541894,0.001,0.053197581937549455,0.016471196254150066,6.3102461044188916,9.99000999000999e-4,0.9927837414775402,0.650154595215161,-1.2853079309015314
1000,1000,0.16442561951227105,0.001,0.05297362061833135,0.016176921936654064,6.889567702086084,0.001998001998001998,0.9905710129652373,0.6844891230889526,-1.2069518208335426
1010,1000,0.17351162746422066,0.001,0.05274505727564056,0.01698986080879441,7.108155360876652,0.001998001998001998,0.9764727429896781,0.6990414615021852,-1.148660215089327
1020,1000,0.1832841039112377,0.001,0.05335005898622005,0.016811110681883012,7.72905772758042,0.001998001998001998,0.978410472386222,0.6582773629860983,-1.207889581479921
1030,1000,0.19092981415847737,0.001,0.05368433463447803,0.017410941773495572,7.882714290212961,0.001998001998001998,0.9724813761187623,0.656853614400247,-1.1898413053171606
1040,1000,0.19651012497419737,0.001,0.05403480431901136,0.017299061866454944,8.236014285344778,0.001998001998001998,1.044424003395394,0.7078027355479607,-1.1979522483263163
1050,1000,0.2008422950125827,0.001,0.05322954813168361,0.01680189525190998,8.785481915447544,0.004995004995004995,1.0139719881728817,0.7283047987286063,-1.116468948961713
1060,1000,0.2049443779742808,0.001,0.05237382432859041,0.016872421048203395,9.042599945189037,0.003996003996003996,0.980250771972427,0.6579118062282879,-1.1784351438270493
1070,1000,0.20807666380878861,0.001,0.05357921426791856,0.018147521160010713,8.51341889499022,0.003996003996003996,1.0069827857924796,0.670423121873041,-1.19164464338833
1080,1000,0.21049435319272128,0.001,0.05453464738061107,0.01805313568669027,8.638926141074318,0.001998001998001998,0.9978534295874862,0.6706293833495383,-1.1740599143780523
1090,1000,0.2122352671332475,0.001,0.053455957867838584,0.017849105902389785,8.895644977048976,0.001998001998001998,1.0126501790807119,0.6666622226023198,-1.2006303714391378
1100,1000,0.21366116029504628,0.001,0.05319675742899752,0.01827430540377309,8.780875624028793,0.002997002997002997,1.0039774097036827,0.6631086265882998,-1.1918352706023763
1110,1000,0.21851337275754415,0.001,0.052520978137698085,0.017556231252091214,9.454899074656119,0.005994005994005994,0.9630212407699493,0.6541326594476743,-1.1381603674108558
1120,1000,0.22816241166359066,0.002,0.05364141091032352,0.0186049643126427,9.380345902339315,0.007992007992007992,0.9999005382530541,0.6995297476702126,-1.103224171895107
1130,1000,0.22545452574600114,0.001,0.054528321185406715,0.017580451127389832,9.722515271197812,0.004995004995004995,1.0298389491332476,0.7038532203573923,-1.1428297834295735
1140,1000,0.1782132050334916,0.001,0.052444194136929856,0.015377962731086438,8.17852228516074,9.99000999000999e-4,0.9472879815010624,0.6082907231868102,-1.2643210674633003
1150,1000,0.11708671593503957,0.003,0.0524383843748432,0.015647072531396827,4.1316566680748394,9.99000999000999e-4,1.0002368793489909,0.6839252568176346,-1.2912963143419034
1160,1000,0.0949131936261428,0.015000000000000006,0.053941368179079546,0.015608062580831012,2.62504236095149,9.99000999000999e-4,0.9761555383731481,0.6202118034263449,-1.4208732240802313
1170,1000,0.09088491726266976,0.01900000000000001,0.05310739840667143,0.015928382188846978,2.3717109752960392,9.99000999000999e-4,1.0071424155889186,0.6527030817150803,-1.403789140873424
1180,1000,0.08709100186548342,0.037000000000000026,0.05344159816360022,0.01627396183154352,2.067683582534966,9.99000999000999e-4,1.0124451239851124,0.6982334357314457,-1.3252790181127023
1190,1000,0.08332125335749281,0.037000000000000026,0.053041582755112726,0.015662136769101335,1.933303932201422,9.99000999000999e-4,0.9964389103009589,0.6701437129543919,-1.3625699074574624
1200,1000,0.08254501456370185,0.04900000000000004,0.05191527062410916,0.015592405302733852,1.964401472697885,9.99000999000999e-4,0.9924720831091856,0.696817148450085,-1.3058333460498415
1210,1000,0.0833295818608007,0.05500000000000004,0.05290781964667869,0.016912580105828665,1.7987652991891876,9.99000999000999e-4,0.9805478140812278,0.6539537981121886,-1.3719902458101567
1220,1000,0.08883143254887811,0.023000000000000013,0.05247683480020778,0.016026745931536978,2.268370504154108,9.99000999000999e-4,0.9697469252310071,0.6480370826901319,-1.3593596974810023
1230,1000,0.10139375223629699,0.008,0.0522474410175161,0.015449156118713196,3.181164773087582,9.99000999000999e-4,0.9734737646826873,0.6611535807260658,-1.3190278898417056
1240,1000,0.1146431306275725,0.004,0.05333526526916081,0.016048501070240893,3.8201614649293503,9.99000999000999e-4,0.9849794848399427,0.6170845719702522,-1.4104004438703202
1250,1000,0.12531228218967602,0.002,0.05265860006059322,0.015739501071500763,4.616009224119279,9.99000999000999e-4,0.994810619979748,0.6666859804908413,-1.3042097227691993
1260,1000,0.13347343272319936,0.001,0.052764567339458966,0.015413851672063375,5.236125732935401,9.99000999000999e-4,1.0066977359153786,0.6812022813939244,-1.2818869329170857
1270,1000,0.13905377308959133,0.001,0.05196533649523336,0.014678074322357595,5.933233112309913,0.001998001998001998,0.9923672917452748,0.7064354994700051,-1.2079142671848626
1280,1000,0.14182404687143482,0.001,0.053394902181546494,0.01569530161689464,5.6341156639323176,9.99000999000999e-4,0.9977571796111432,0.6506208982425611,-1.3155635409986537
1290,1000,0.14109742384359342,0.001,0.05244241256498846,0.015610817416094143,5.679075535609372,9.99000999000999e-4,1.0076219441172556,0.6583418310123053,-1.3162227880024622
1300,1000,0.13534944976701097,0.001,0.052884014386653876,0.015409296311439646,5.35166783178385,9.99000999000999e-4,1.0171886797032936,0.7412123220077914,-1.1897255398393296
1310,1000,0.12089084746251386,0.003,0.05189904195850307,0.015919246271270997,4.333861310288183,9.99000999000999e-4,1.0523877273894302,0.7415252090662641,-1.2561904417246534
1320,1000,0.10037894950806765,0.011000000000000003,0.053489025955359086,0.0162364451720954,2.8879427150282537,9.99000999000999e-4,1.0009138824079093,0.6876291508903511,-1.3096229729845184
1330,1000,0.11022334884576182,0.008,0.053204149347225886,0.017258415248829616,3.3038490890641135,9.99000999000999e-4,1.0018561907524945,0.6582349670889308,-1.3545813979619055
1340,1000,0.19161106718675458,0.003,0.0543418827973276,0.02111946509676535,6.49965251300096,9.99000999000999e-4,1.0027580202981874,0.6604674305407127,-1.228140731250535
1350,1000,0.2481547438033655,0.002,0.057759422432435474,0.0254889671342263,7.469715048408897,0.007992007992007992,0.989773609098422,0.6826539979959281,-1.0863759202644856
1360,1000,0.21812746652917123,0.002,0.05950375526682848,0.025567970314787913,6.20400091635739,0.005994005994005994,0.9698947334069338,0.6842587480743052,-1.0986593434040048
1370,1000,0.17109746956030103,0.001,0.05559574044681883,0.020513198195882286,5.630605623294149,0.002997002997002997,1.004136851926074,0.7239351931879215,-1.1507098842610486
1380,1000,0.16274067920185623,0.001,0.05395281951906669,0.019061929771193583,5.707074833902174,9.99000999000999e-4,0.965148835797707,0.6443154285038375,-1.2453654236700802
1390,1000,0.19103080334121264,0.001,0.053485572453553995,0.01821224406530147,7.552349419131388,0.002997002997002997,0.9851293701690992,0.6555546031948888,-1.2113385566324981
1400,1000,0.20834547171421666,0.001,0.05544237103976221,0.02065339974763012,7.403289654140324,0.001998001998001998,1.0004058566009562,0.6735733331362718,-1.1759081690463782
1410,1000,0.19280889306669138,0.001,0.053693107999753346,0.018095193965581097,7.687996344860985,0.001998001998001998,0.9926450724339969,0.6416964739302584,-1.2464400411435552
1420,1000,0.16795333069938445,0.001,0.05354161794890683,0.017321412081594215,6.605218570606715,9.99000999000999e-4,1.022978773077957,0.6901955442285302,-1.238816230455793
1430,1000,0.14886638840841648,0.002,0.053081411377647277,0.017015018556391433,5.6294371183503085,0.001998001998001998,0.9976070887120515,0.693537594743883,-1.2237847042986432
1440,1000,0.13930584434452967,0.001,0.052592621013666865,0.015534936658692952,5.581820205384636,0.001998001998001998,1.0183793761107862,0.706586556481876,-1.2441130158818765
1450,1000,0.1370920125752861,0.001,0.05228932437532211,0.016009984719014242,5.296862532245155,9.99000999000999e-4,1.0382933742446607,0.6870095000132581,-1.3117742355120023
1460,1000,0.13880820907008976,0.002,0.053961885521252424,0.016559237568897434,5.1238061653394515,9.99000999000999e-4,0.9986891793000753,0.7026177212964049,-1.223824768671381
1470,1000,0.14184588275338547,0.001,0.05371177807790093,0.01746500772820133,5.046324974318304,0.001998001998001998,0.9512105969590795,0.6438911642060773,-1.2569899374277747
1480,1000,0.14559776894629822,0.002,0.05370378295408857,0.016649660190349438,5.519270960585353,9.99000999000999e-4,1.027354831082673,0.7018933499147809,-1.2562550453618513
1490,1000,0.15024835192908614,0.001,0.0539787334478621,0.017042593531233854,5.64876574124656,9.99000999000999e-4,0.9866208202539757,0.6415318716449321,-1.3037114838587407
1500,1000,0.15567094266869946,0.002,0.054128925393798114,0.0184903191380065,5.491631405440897,9.99000999000999e-4,0.9858468511209115,0.6609117690958416,-1.2561070134791694
1510,1000,0.1616529791223492,0.001,0.054179696848173586,0.01747581818464408,6.149828359316068,9.99000999000999e-4,1.0042036723223422,0.6703578773438916,-1.2568669984730663
1520,1000,0.168121388281712,0.001,0.05407284190481449,0.01845018208619337,6.181432022952351,9.99000999000999e-4,0.9895690157794322,0.6728899454998476,-1.2207756008116877
1530,1000,0.175455916303873,0.003,0.05504129770524581,0.020283923631479225,5.936455923732239,9.99000999000999e-4,0.9959367480702127,0.6423078681270015,-1.2773949572794407
1540,1000,0.18307795122989617,0.001,0.05459143582971098,0.02085188620830882,6.16186536395865,9.99000999000999e-4,0.9589118338390544,0.5824500239839893,-1.3320179425908734
1550,1000,0.19015700961799628,0.001,0.05545388864905348,0.019632332978223463,6.861289543038921,0.001998001998001998,1.0180770210902812,0.7183313576969759,-1.1525600304108377
1560,1000,0.196582470065307,0.002,0.05580129794978818,0.02162930176424771,6.508817235525557,0.001998001998001998,0.9558401890155571,0.6059844592734374,-1.2529326574819826
1570,1000,0.2021701247878348,0.001,0.055040108126169926,0.021072185706671544,6.982190585719965,0.001998001998001998,0.9755999960803646,0.6522739786654201,-1.1857438692786728
1580,1000,0.20644489305728034,0.002,0.05615494572848648,0.022560331641205002,6.661690515856553,0.004995004995004995,0.9939940028025074,0.6973969809194261,-1.1292694566973136
1590,1000,0.2089976042385271,0.001,0.056447123740348645,0.023508747704659178,6.489094290120123,0.004995004995004995,1.0104815072040847,0.6843226302497452,-1.171207654893795
1600,1000,0.20893117549639698,0.001,0.05483647138846387,0.021749687928247854,7.084915637239992,0.001998001998001998,0.9914030046020277,0.6707865921591696,-1.1664989107593247
1610,1000,0.20637338476276662,0.001,0.0572344259532906,0.02225311265337187,6.701936988885821,0.003996003996003996,0.981829104949039,0.6780444379078672,-1.1436650414521083
1620,1000,0.2030836377090774,0.001,0.05753492691413529,0.02324741033728227,6.260856959259808,0.002997002997002997,1.028399760702112,0.7089053416243289,-1.1642120245588379
1630,1000,0.19961293385371398,0.001,0.057451228999786816,0.023680427960900512,6.003341877463311,9.99000999000999e-4,0.960347212994005,0.6267580799109519,-1.2137606255484958
1640,1000,0.19376717178955924,0.001,0.056660901755838614,0.02298436524075015,5.965197150219225,0.002997002997002997,1.034812244141385,0.7533141844361724,-1.1164598911426533
1650,1000,0.18764354660959548,0.002,0.05656146561434666,0.02395145087119141,5.47282424351642,0.002997002997002997,0.9996752272509727,0.7042435782520977,-1.1530551441545338
1660,1000,0.18805127125239365,0.002,0.058108548891344765,0.02416282901921287,5.377794225077123,0.001998001998001998,0.9894758363174744,0.6642426579707722,-1.2065237838132714
1670,1000,0.19400134281265466,0.003,0.05716902574830243,0.025091269929686456,5.453383485483156,0.002997002997002997,0.9847182768977344,0.6377467348418759,-1.2398604193263827
1680,1000,0.20437506236387523,0.002,0.057236668802220815,0.02487188554245781,5.9158519892060575,0.002997002997002997,0.9793516055757489,0.6298196999532893,-1.2304736470919373
1690,1000,0.22419300429374556,0.001,0.055740088750646274,0.022473762940650028,7.495536728226562,0.006993006993006993,1.0498429467929487,0.7950324544503758,-1.0385109914412158
1700,1000,0.2456039700296512,0.001,0.05608652584162446,0.023026384110239863,8.230447441539381,0.004995004995004995,0.9862727022635128,0.6787487229959951,-1.0912267045815598
1710,1000,0.25916721284660776,0.001,0.0571520729278658,0.023924059660242306,8.44401588976375,0.00999000999000999,0.9888813828678715,0.6927036020243963,-1.053429154819905
1720,1000,0.2632784794856609,0.001,0.05564184890503328,0.02255897354204242,9.20417013627247,0.006993006993006993,0.9671159784362653,0.6565387102809758,-1.072042650233657
1730,1000,0.2553388861456729,0.001,0.05652339519665387,0.023437127296453697,8.482929176183724,0.01098901098901099,1.0054929341028354,0.6971288158833796,-1.076062315694971
1740,1000,0.24298704793231168,0.001,0.05617293123211326,0.022151995043685892,8.433286317181942,0.005994005994005994,1.0219569181024992,0.7146536709795007,-1.0899963182201742
1750,1000,0.23927832956320141,0.001,0.05624652286038748,0.021939851201849978,8.342436100358812,0.006993006993006993,1.0116212558186155,0.7076662121047346,-1.0913943792205631
1760,1000,0.23870341827972297,0.001,0.05545134319080034,0.021200333105810043,8.643829989572268,0.006993006993006993,0.9992488875217335,0.6631395851871813,-1.1468859441219075
1770,1000,0.23310733718986903,0.001,0.056810655447785664,0.021804647641988365,8.085280011707031,0.008991008991008992,1.0157980107819036,0.7482446195732549,-1.04603581919296
1780,1000,0.2262581435216067,0.001,0.056220711301103676,0.02195706018184574,7.744089181897458,0.006993006993006993,0.9767348660266274,0.6932070120173149,-1.0826155960555623
1790,1000,0.21794607616888742,0.001,0.05599132295225363,0.022115648606608217,7.323084034182079,0.001998001998001998,1.007753548442552,0.6721194510513154,-1.1750998591667954
1800,1000,0.20904589833691803,0.001,0.05532553480570743,0.019985351828076932,7.691651608317079,9.99000999000999e-4,0.9701521967646591,0.6318772189310494,-1.2045161237420607
1810,1000,0.20157633112464862,0.001,0.05619267567307995,0.022036496088205765,6.597403456050348,0.004995004995004995,1.005576232173162,0.6729831346240439,-1.1946806088946953
1820,1000,0.19424960087763601,0.001,0.05495474172379983,0.020108002373106167,6.927334529268744,0.001998001998001998,0.9893644588625051,0.6663033865050267,-1.193322552591995
1830,1000,0.18461395214789983,0.001,0.05509372529949024,0.020574392224332935,6.295215209090284,9.99000999000999e-4,0.953307539051471,0.599137895544032,-1.2829994440688457
1840,1000,0.17620031876086276,0.001,0.05423660057852948,0.019937177930174903,6.1174012996965486,9.99000999000999e-4,1.0182887690719757,0.6659400438360692,-1.264510909210928
1850,1000,0.17385218922421028,0.001,0.05434010775181726,0.019055983340073843,6.271630245449717,0.002997002997002997,0.9786377823981416,0.6858317527225395,-1.173444638541715
1860,1000,0.18238108779338283,0.001,0.05326315347924359,0.018835474381410547,6.855040212927723,9.99000999000999e-4,0.9721894071478537,0.6211122330842641,-1.2716032260908963
1870,1000,0.21162824608995173,0.001,0.05424262511162622,0.018473482585240297,8.519542552527232,0.002997002997002997,0.993788064006975,0.6493479225883595,-1.204531177676312
1880,1000,0.26391612978914364,0.001,0.052547381030260756,0.016477615733942214,12.827629444197122,0.013986013986013986,0.9917604088219139,0.744905498853867,-0.9770961285057665
1890,1000,0.3014351290416011,0.001,0.05188955099654946,0.014969319859914166,16.670468690651823,0.00999000999000999,0.9751205434652588,0.6233892934038572,-1.080681720959902
1900,1000,0.29971120254666256,0.001,0.05159823248751369,0.014828807582462264,16.731822075335792,0.02197802197802198,1.038619037031894,0.7284296872007778,-1.0143845692570812
1910,1000,0.2604476283646732,0.001,0.051370799023544335,0.013997575996206001,14.936645416163378,0.006993006993006993,1.010145356384547,0.6867754178200614,-1.091619921981975
1920,1000,0.19558772730227147,0.001,0.051237615184716145,0.013724111542765,10.51799321710213,0.002997002997002997,1.0090374116687404,0.7303285527469298,-1.1138133396358418
1930,1000,0.12989476033607122,0.001,0.051886603597170323,0.0146047255265515,5.341295637297771,9.99000999000999e-4,1.0068869109728162,0.6910226344148599,-1.269122177711819
1940,1000,0.08999178733951056,0.023000000000000013,0.051407949654538945,0.01452016083796175,2.657259662310172,9.99000999000999e-4,0.9975885625927369,0.6817389443612225,-1.331296653594623
1950,1000,0.08183173047918363,0.059000000000000045,0.05302244407374391,0.015980117021936184,1.8028207406674628,9.99000999000999e-4,1.0176891273745465,0.7040709856836613,-1.3292088666125537
1960,1000,0.08397895386926787,0.04900000000000004,0.05358873802284733,0.017081207494727663,1.7791608617716796,9.99000999000999e-4,0.984581240278747,0.6593841415178964,-1.3658233944424274
1970,1000,0.08640694065642772,0.035000000000000024,0.05264149100597372,0.015713809647877736,2.1487755297464908,9.99000999000999e-4,0.9935893827486438,0.6713366792904372,-1.3513077269233282
1980,1000,0.08829369213660966,0.036000000000000025,0.05336749721146802,0.01703054277040732,2.0507975227794994,9.99000999000999e-4,1.0029300063101099,0.6801650173427776,-1.3447270748306626
1990,1000,0.0897331859466381,0.027000000000000017,0.05289279722745699,0.016558629598941433,2.2248452686891587,9.99000999000999e-4,1.0141201252904515,0.7203039070416947,-1.2833290647280986
2000,1000,0.0907692009445334,0.028000000000000018,0.053363256980734214,0.016734192886976283,2.235300155582114,9.99000999000999e-4,0.9794059269959805,0.7106531708848812,-1.2504506592786278
2010,1000,0.09177590691739618,0.026000000000000016,0.05353115989935674,0.016621102488984667,2.300975344047451,9.99000999000999e-4,0.9878952342348613,0.6968051284937903,-1.2860400859197336
2020,1000,0.09270154059366992,0.02900000000000002,0.05348377048640588,0.016840703022873292,2.3287489871413256,9.99000999000999e-4,0.9916277064423724,0.7080314021532524,-1.269613414200139
